CONTACT,PHONE_NEW,ADDRESS_NEW,CITY,STATE,ZIP
Paul Monaghan,(849) 153-4809,32 Airport Road,Mississauga,ON,L4V 1
Rick Thomas,(853) 972-3042,85 Union Avenue,Memphis,TN,38104
Bruce Friedman,(647) 414-8671,25 Gates Mills Blvd.,Pepper Pike,OH,44124
Neil Murphy,(531) 768-6620,80 Cypress Creek Rd,Fort Lauderdale,FL,33309
Dale thomas,(990) 910-6114,32 Post Road E,Westport,CT,06880
Vicky Tesreau,(827) 634-1820,Junction Hwy 62 & 142,Doniphan,MO,63935-9721
Amy Brighton,(650) 942-5389,springside drive,akron,oh,44333
"Carl Traub, CCIM",(688) 613-3602,66 Church Street,New Haven,CT,06510
Arthur Gotlieb,(907) 280-5023,28 4th Ave,Brooklyn,NY,11209-5694
Tom Sanchez,(417) 800-9239,89 State St E,Santa Barbara,CA,93101
,(511) 912-8836,One Premier Plaza,Atlanta,GA,30342
Brian LeBlanc,(704) 470-2841,81 Main Street,faifax,va,22030
Eric Nolter,(990) 119-7861,31 W. Atlantic Blvd,Ft Lauderdale,FL,33066
,(644) 931-7422,Chase Tower,Dallas,TX,75201
Lee Erin Clark,(843) 693-4215,8 W. Basin Road,New Castle,DE,19720
Josephine Gonzalez,(235) 232-8288,24 South Main Street,Ann Arbor,MI,48103
John Mender,(269) 759-8882,5 W 54th St,New York,NY,10019-3594
,(825) 756-8546,65 s bascom ave,campbell,ca,95008
,(385) 587-6599,57 Allen Road,Murfreesboro,TN,37129
Phil Quillen,(728) 464-1946,73 West Avenue Street,La Crosse,WI,54601
Truitt Otitger,(305) 990-3172,87 E Broadway,Newport,TN,37821
Joseph Bagnasco,(578) 711-5336,38 e. Algonquin rd,Schaumburg,IL,60173
Andrew Walker,(367) 855-3343,10 Canterbury Dr.,Redding,Ca.,96002
Ed Williams,(783) 812-5158,82 Congress St,Portland,ME,4102
James Freeman,(764) 312-0822,69 University Ave,Toronto,ONT,M5G 1R8
Jeff Rogers,(570) 217-1650,"58 Balcones Drive, Suite 100",Austin,TX,78731
Elmer Whitaker,(528) 219-5199,2 Paris Pike,Lexington,KY,40511
Rosemary Petty,(934) 892-6474,72 Spring Valley Rd.,Dallas,TX,75244
juan mendoza,(316) 697-9307,79-27 159st,flushing,ny,11358
ELEANORA  WARD,(536) 873-2426,"16 EXECUTIVE WAY, STE.302",DESOTO,TX,75115
Jarrig Visser,(595) 472-7998,18 Dupage,Elgin,IL,60120
Carolyn Walker,(761) 600-2851,29 Ridgelake Dr Suite 300,Metairie,LA,70002
Paul Smith,(694) 880-3712,75 E Camelback Rd,Phoenix,AZ,85016
Ray Myers,(446) 166-5906,74 S Main St,Greensburg,PA,15601-3101
Lewis T Bambick,(946) 514-4258,51 Madison St,Fredonia,KS,66736-1327
"Brent Boland, CCIM",(200) 113-8369,9 Shelbyville Rd,Louisville,KY,40222-5135
Jennifer Brown,(794) 659-3687,61 West Garden Street,Pensacola,FL,32501
Jim Surmanek,(293) 234-8425,32 N. State Street,Chicago,Il,60610
Nina Kanter,(711) 560-9384,44 Madison Avenue,New York,NY,10022
James D. Sinegal,(928) 966-8926,91 Lake Dr.,Issaquah,WA,98027
Frank J. Escobedo,(270) 976-3896,PO Box 42,Laredo,TX,78041
,(531) 122-8859,10 Centre Park Drive,Columbia,MD,21045
"Wallace T. Rice, Jr.",(960) 643-1286,PMB 82,A Riverside,CA,92508-6039
Mr. Doug Kunzman,(811) 741-4417,4 31st Street NW,Washington,DC,20007
cal millner,(501) 262-7542,7 s rowlette,collierville,tn,38017
James ONeill,(925) 371-4790,79 Water St,Watertown,MA,02472
Sherrye Coggiola,(975) 487-0294,40Ebypass Ste 1500,College Station,TX,77845
Donna  Tanganelli,(416) 357-2881,south main street,thomaston,ct,06787
Larry Younginer,(295) 651-1846,News Building,Augusta,GA,30903-1928
Jon Segal,(296) 493-7618,67 Fitch,Irvine,CA,92714
Mary Lorenz,(266) 404-2371,,Gardenia,CA,
Ken Howes,(888) 188-5391,77A Hobson Avenue,Wilmington,MA,01887
Luciana L#pez,(985) 510-0826,Sim#n Bol#var 18,Montevideo - Uruguay,XX,11300
james nix,(367) 313-6499,7 monfort drive,dallas,tx,75240
Kathy T. Hodges,(381) 458-7199,90 East 2100 South,Salt lake City,UT,84106
Bruce Nasby,(239) 229-2998,34 E. Kerr Rd.,Springfield,MO,65803
Mr. Hank Brandenburg,(546) 267-7617,64 Rugby Ave  Ste 300,Bethesda,MD,20814
Dan Battista,(304) 493-3343,74 Reed Street,Broomall,PA,19008
,(576) 896-5590,81 E. Ponce de Leon Ave,Decatur,GA,30030
Phyliis D. Tujague,(889) 564-8680,7 Gambrel Drive,Carson City,NV,89701
Larry Durbin,(353) 938-1191,50 Kingswick Drive,Arlington,TX,76016
,(626) 771-8054,Two Ravinia Drive,Atlanta,GA,30346
David Bard,(348) 100-7959,8-3 Sunbeam Rd.,Jacksonville,FL,32257
Joe Pezzillo,(414) 307-3257,41 Bluff Street,Boulder,CO,80301
Eric Garner,(610) 317-2902,40 NW 103 St.,Miami,FL,33147
,(803) 955-2485,48 WILLIAM,"CAPE GIRARDEAU,MO.",M,63701
Newton Andrus,(671) 151-6009,"4 S Novell, Pl",Provo,UT,84606
Bill Hollingsworth,(901) 922-8736,32 S. Hi-Lusi,Mt. Prospect,il,60056
Wayne Armstrong,(839) 795-0152,28 Larchmont Avenue,Larchmont,NY,10538
Vincent Coluccio,(360) 218-7855,"9 E. 25th St., 8th Floor",New York,NY,10010-2917
Sandy Guss,(846) 104-9655,65 Tresser Blvd.,Stamford,CT,6904
Tom Farrell,(561) 558-6039,48 Ave. of the Americas,New York,NY,10036
Dean Schackleford,(661) 309-1453,87 Transit Rd,Williamsville,NY,14221-7276
Robert Garrett,(581) 780-9649,53 E Chapman Ave.,Orange,CA,92869
Susan Pope,(243) 505-6975,61 North Case Street,Orange,CA,92865
Pete Moegenberg,(240) 122-9440,24 Legion Drive,Elm Grove,WI,53122
Mike Shaffer,(875) 205-9021,,Phoenix,AZ,
Tiffany Hess,(891) 868-8893,32 Burchard Dr.,St.Louis,MO,63136
Steve Hurwitz,(603) 503-9743,27 Roosevelt Ave,Springfield,MA,01102-7840
Arthur Adams,(877) 421-4097,2 Nancy Lane,Cumming,GA,30040
Robert Goodloe,(410) 268-6942,76 Euclid Street,Fountain Valley,CA,92708
r dru,(678) 569-6415,38 asd,phenix city,al,36867
Kathryn A. Huber,(981) 577-9155,42 Bridgeway,Sausalito,CA,94965
,(302) 615-9554,60 NORTH STATE PKWY,CHICAGO,IL,60610
Charles W. Sandefur,(869) 800-8283,16 N. Green Valley Parkway,Henderson,NV,89014
David W Kearn,(771) 736-9351,78 Highland Ave,Somerville,MA,2143
Shari Bonelli,(433) 682-5079,4 West Main Street,Norfolk,VA,23510
Gregory A. Longe,(252) 984-5891,P.O. Box 53,Troy,MI,48007-1290
Robert Fernandez,(643) 375-0057,69 North Point Blvd,Tallahassee,FL,32308
Rayleen Presley,(406) 964-0324,1 Gillette Ave,Irvine,CA,92614
Susan L Langer,(902) 741-2244,51 E Locust St,River Falls,WI,54022-2473
Sandra Hahner,(528) 782-5786,94-N 34th Street North,St. Petersburg,FL,33713
Sarah Iverson,(693) 377-8495,25 N. 16th st.,Lincoln,NE,68508
Michelle Hudson,(899) 504-6212,72 Spring Valley Rd.,Dallas,TX,75244
Angela Gonzalez,(595) 728-7034,81 West 41st Avenue,Gary,IN,46408
Kori South,(230) 211-6330,34 Park Ave.,Norfolk,VA,23504
David Lenz,(308) 195-6226,"60 West Bryn Mawr, ste 600",Chicago,IL,60631
,(396) 280-2506,53 Cottonwood Dr.,Milpitas,CA,95035
Joan Pagliozco,(496) 845-5287,42 N Maple Ave,Basking Ridge,NJ,07920
Bernard Mittleman,(427) 339-3503,97 Orchard Street,New York,NY,10002
Edward L. Young,(206) 420-3263,53 VonKarman,Irvine,CA,92612
Roxanne Terry,(232) 965-8734,87 West 7th Street,Erie,pa,16502
Robin Saddler,(639) 582-5881,84 E. Main Street,Plainfield,IN,46168
Tina  Allison,(932) 518-2022,P.O. Box 71,Glade Spring,Va,24340
Debbie Baughman,(336) 427-9840,51 Dupont Dr.,Irvine,CA,92612
Maria L. Roxas,(962) 406-5157,39 Stanley Ct.,New Britain,CT,06053-2490
Mark  Reiss,(292) 741-4475,47 Union,Lakewood,co,80228
Richard Bloom,(694) 700-1884,59 San Felipe,Houston,TX,77063
Richard Dempf,(200) 612-0217,Pine West Plaza Building 35A,Albany,ny,12205
Tim Arend,(576) 816-6079,75 N. Downtown Mall,Las Cruces,NM,88001-1215
Lori Shaffron,(997) 907-8648,87 S. Doifield Road,Owings Mills,MD,21117
edward safdiee,(670) 461-0642,58 east 9th street,"brooklyn,",ny,11230
Barbara Torres,(854) 684-8555,60 W. Cyress Creek Rd.,Ft. Lauderdale,FL,33309
L. Lowry Mays,(663) 637-4945,30E. Basse Rd.,San Antonio,TX,78216
John C.A. Morris,(714) 496-6584,53 Pawnee,Houston,TX,77054
Houston Nelson,(355) 633-2082,"97 S. Adams Street, Suite #201",Marion,IN,46953
Jerry Barton,(302) 512-3477,"53 Stone Creek Lane, S",Fort Worth,TX,76137
Martha Roldan,(918) 881-2780,85 Terrace Heights #16,Winona,MN,55987
"Bruce Copeland, Jr",(951) 239-4609,94 Mall Dr Ste 100,Charleston,SC,29406-6544
Kay Olmstead,(651) 143-2035,13 Park Village Road,San Diego,CA,92129
JAMES DENNY,(650) 150-6366,95 S WALNUT,PINCKNEYVILLE,IL,62274
Rodney Martinez,(781) 774-2709,74 Pine Ave,Long Beach,CA,90802
John Ramsay,(906) 816-8553,P. O. Box 52,Lexington,KY,40579-1988
Mary Leonard,(521) 387-1190,60 Armstrong Avenue,Mather,CA,95655
David Ross-Kelly,(334) 275-9247,24 Elm Street,Dallas,TX,75270
Clare Jones,(740) 446-5390,38 Citizen Court,Markham,ON,L6G 1A8
Carol Nakamoto,(419) 868-2699,4 Broadway,New York,NY,10003
Ashley Clarke,(390) 186-7700,,Dallas,,
Ludella Brown,(880) 674-3857,39 Mercy,Savannah,Ga,31420
,(796) 328-8766,46 E. Lemon Ave,Arcadia,Ca,91007
,(539) 254-2024,"95 41st Ave E, #F372",Seattle,WA,98112
Ms. Kristine Freeman,(479) 309-9515,63 East Long Lake Road,Bloomfield Hills,MI,48303-0200
Denise Chodyniecki,(686) 407-4203,57 Imlay City Rd.,Lapeer,MI,48446
Shannon Pell,(568) 354-0135,3 N Telegraph,Pontiac,MI,48341
"Pasquale ""Pat"" A. Pellegrini",(699) 832-0664,88  Front St. West,"Toronto, Ontario",,3B7
Greg Cooley,(506) 152-9114,40 LBJ Freeway,Dallas,TX,75234
Frederic Raiff,(879) 147-0465,Seven Penn Plaza,New York,NY,10001
,(997) 810-0168,,San Diego,,
,(344) 408-2134,18 bill mcdonald pkwy #428,bellingham,wa,98225
Randy Burge,(336) 835-6936,22 Central Ave,Albany,NY,12205
Jill Engel,(655) 434-5766,93 Touchton Rd.,Jacksonville,FL,32246
Edward E. Whitacre J,(900) 723-5585,Julie,San Antonio,TX,78205
George Vanvalkenburgh,(631) 917-3470,P.O. Box 4,Muskego,WI,53150
Dustin Montoya,(730) 455-3762,"58 Seventeenth St, Suite 200",Denver,CO,80228
Jeff Leinbach,(597) 210-4537,13 Baltimore Ave,Kansas City,MO,64113
,(381) 110-5713,66 Lake Trudy Drive,Saint Cloud,FL,34769-1613
William Lewis,(637) 295-1068,14 Fifth Avenue,New York,NY,10036
Minming Wu,(770) 917-1064,PO Box 49,Richmond,VA,23241
Lon Eriks,(728) 143-3527,54 West Lower Buckeye,Phoenix,AZ,85043
George Cohen,(328) 755-5216,7 Feliz Drive,Novato,CA,94945
Dean Savas,(889) 145-6960,63 Dallas Parkway,Dallas,TX,75240
Bill Schweitzer,(298) 263-0390,78 S. Cooper St.,Arlington,TX,76015
Brad Bernstein,(782) 439-1890,87 Herndon Parkway,Herndon,VA,20170
Scott Choe,(562) 325-1963,87 S. Ogden Dr.,Los Angeles,CA,90036
James Carr,(399) 251-3833,82 Laskin Road,Virginia Beach,VA,23451
Denise Steffens,(774) 482-3140,89 North Main Street,Davenport,IA,52801
Diane Pantin,(254) 934-3621,48 W Third Ave,Flint,MI,48504-4918
Eric Garfield,(977) 468-2916,52 B. Street 3000,San Diego,CA,92101
Mike Abergel,(959) 937-3321,23 Park Grande Blvd.,Calabassas,CA,91367
Laurie Eggers,(893) 593-7145,Julie,Minneapolis,MN,55437
Celesta Lewis,(879) 221-1757,8 Wilson Blvd. #1100,Arlington,VA,22209
Janet Pugh,(945) 132-8428,P.O. Box 67,Madison,WI,53707-7946
Ted Cressner,(793) 576-8797,86 North Arden Blvd.,Los Angeles,CA,90004
John H. Bryan,(248) 236-4106,Julie,Chicago,IL,60602
John March,(350) 193-8689,34 American Road SE 260,Rio Rancho,NM,87124
,(700) 722-6653,P.O. Box 60,Hayden,CO,81639
Armand Aronson,(700) 591-0819,"83 Walker, NW",Grand Rapids,MI,49544
Thomas Portesy,(522) 242-1132,88 East Route 4,Paramus,NJ,7652
Susan Schrader,(910) 460-9464,52 E 53rd St,Davenport,IA,52803
Darrilyn Matsuki,(830) 902-8120,29 Brunette Ave.,Silver Spring,Md,20901
Robert Gibney,(467) 284-3188,17 Harbor Drive,Stamford,CT,06902
Louis Rosenthal,(250) 827-2246,"6 West Loop South, Suite 520",Houston,TX,77027
Dean Davis,(540) 125-8850,61 West Pacific Suite 102,Spokane,WA,99201
Herbert Fielden,(899) 836-3571,18 Cobalt Way,Sunnyvale,CA,94085
Jan Soderstrom,(363) 339-6810,,,,
David Lieberman,(767) 841-4110,24 Honolulu Avenue,Montrose,CA,91020
Ignazio Giuffre,(437) 358-2483,24 US Highway 22,Hillside,NJ,07205-1831
Chuck Coudrain,(217) 178-4387,65 Topanga Canyon Blvd.,Woodland Hills,CA,91367
,(387) 879-6682,42 Mercato,Laguna Niguel,CA,92677
Stuart Bishop,(881) 759-4078,P.O. Box 96,Staunton,VA,24402
Trevor Bohland,(244) 846-5690,10 East Main St,Mondovi,WI,54755
Sandy Wilhoyt,(882) 675-5653,7 Boudreau Road,Manteno,IL,60950
James G. Turcotte,(659) 276-5678,89 Parkdale Drive,Corpus Christi,TX,78411
Scott Williams,(240) 128-7154,26 Hillcrest Drive,Laurens,SC,29360
Michael Trainor,(368) 773-8354,59 Bonney Road,Virginia Beach,VA,23462
Matt Mildren,(438) 470-9638,"95 West Eighth Street, Suite 300",Fort Worth,TX,76102
Jed Gates,(751) 308-3855,70 Montgomery Street,San Francisco,CA,94104
Aislinn Brackman,(707) 583-3483,The Clinton Exchange,Syracuse,NY,13202-1034
Art Kestler,(881) 214-6863,32 Brownsboro Road,Louisville,KY,40206
Joseph Nickelson III,(582) 381-6587,24 Dunlap Dr,Fort Worth,TX,76119
Ron Sadaka,(523) 759-7069,55 Swaps Way,Palm Beach Gardens,FL,33418
Anna Taylor,(491) 401-5739,"28 South Main Street, Suite 170",Grapevine,TX,76051
John Salem,(398) 270-0658,,,,
Dennis Wagner,(817) 897-4985,55 Barsana Avenue,Austin,TX,78737
,(428) 521-6731,62 Grand Canyon Drive,Madison,WI,53719
,(277) 346-5936,78 Grassy Hill Road,Oakdale,Ct,6370
Jack Myczka,(404) 813-8193,41 Butternut,Southfield,MI,48076
Henry Palmer,(238) 650-3982,PO Box 91,San Antonio,TX,78265-3250
Kathy Firmin,(445) 558-7874,7 Louisiana Hwy 1,Simmesport,LA,71369
,(773) 768-2494,91 Fifth Ave.,New York,NY,10019
Shane Rhoads,(231) 785-3014,35 N. Central Ave.,Phoenix,AZ,85004
Laurie Paliga,(241) 544-1618,35 W Lake Ave,Glenview,IL,60025
Kevin Bates,(283) 788-5250,"8 Miller Drive, S.E.",Leesburg,VA,20177
Mary Merck,(912) 369-2245,73A Cumberland Rd,Brandon,MS,39047
Millie Prior,(333) 860-4285,33 Fifth Avenue,San Diego,CA,92103
Ms. Miriam Tillman,(984) 748-1636,19 North Calvert Street,Baltimore,MD,21278
Rick Peltz,(265) 500-2563,59 Ventura Blvd,Encino,CA,
John Fleeman,(369) 671-6391,87 Brickell Avenue,Miami,FL,33131
,(280) 694-9899,48,Baton Rouge,LA,70815
Joshua Kim,(440) 165-3083,85 Eagle Point ct.,Dallas,ga,30132
Kevin Hunkeler,(923) 349-8793,"78 Main Street, Suite 500",Fort Worth,TX,76102
"Phil Orr, Jr.",(444) 549-8153,"30 Preston Forest Center, LB 143",Dallas,TX,75230-2718
Dennis Lefond,(454) 140-6452,18 N May,Southern Pines,NC,28387
Jacques Guilbert,(523) 158-3208,96 Chomedey Blvd.,Laval,PQ,H7V 3
Debra Perosio,(367) 738-9585,34 Warren Hall,Ithaca,NY,14853
Judy Young,(312) 278-9003,84 Maiden Lane,San Francisco,CA,94108
Doug Fipps,(553) 252-4647,,Dalton,GA,
eran lavi,(214) 760-8036,is,tel aviv,is,43451
Jody Sitkoski,(374) 466-8814,23 North Tejon Street,Colorado Springs,CO,80903
Tim Coyle,(803) 918-2740,33 West Maple Avenue,Sioux Falls,SD,57107
,(684) 859-2627,62 Willow Valley Rd.,Nevada City,CA,95959
eric sertl,(877) 199-8150,41 west commercial st,East Rochester,ny,14445
Yoko Izumi,(738) 765-6081,"30-33 Toyotsu-cho, Suita-Shi",Osaka  564-0051,,
Robert Kurtz,(350) 163-0549,40 Park Ave.,New York,NY,10154
Ann Marie Collier,(502) 368-1206,18 N. Franklin Street,Dearborn,MI,48128-1027
J Klippert,(688) 606-9303,8 17 Ave SE,Calgary,AB,T2A 0T8
,(219) 721-3901,86 Front Street,Cheraw,sc,29520
Jim Hobbs,(885) 365-7073,9 Douglas Ave,Dallas,TX,75225
Bruce Heitler,(387) 678-1057,43 Grant Street D315,Denver,CO,80203
David Kreiman,(362) 702-2383,95 Waukegan Rd,Glenview,IL,60025
Dave Cautley,(238) 544-7692,70 NE Multnomah,Portland,OR,97232
Ryan Ade,(454) 672-3516,40 Strafford Ave,Wayne,PA,19087
Barbara Dettman Fleming,(464) 821-8018,52 N. Federal Highway,Boca Raton,FL,33431
William Wallwey,(720) 694-2147,96 Main St,Pender,NE,68047
Merril Night,(663) 472-3824,46 A Wilson Way,Smyrna,GA,30082
Catina Cheathman,(811) 374-9621,53 West 147th Street,Midlothian,IL,60445
,(306) 808-3720,57 Stevens Creek Blvd,Cupertino,CA,95014
Mike Suozzi,(639) 367-6238,3 University Dr,Bethlehem,PA,18015
Ron Landen,(407) 927-2780,25 Glencliff Place,Plano,TX,75075
Tom Thumb,(275) 860-3243,,Beverly Hills,CA,
Louis Zickler,(417) 754-1899,13 One American Square,Indianapolis,IN,46282
Jonny Olson,(855) 411-2124,Waipuna,Honolulu,HI,96825
Tony Majors,(916) 664-7615,60 Texas Ave,Bryan,TX,77803
Laurie Owen,(559) 197-1377,16 First Avenue West,Seattle,WA,98119
,(472) 833-4399,20 West Huron,Chicago,IL,60610
,(923) 810-5681,14 Broad Street,Boston,MA,2109
Jerry White,(466) 286-0431,35 State Line 333,Leawood,KS,66206
Robert F. Mackay,(563) 236-7851,38 W Kennedy Blvd,Tampa,FL,33609-2520
Todd Scheffler,(704) 407-2175,93 West Seventh Street,Cincinnati,OH,45202
Greg Ciambruschini,(203) 121-8569,15 Sunrise Valley Drive,Reston,VA,20191
Rick Allen,(432) 447-2911,10 Skokie Blvd.,Northbrook,IL,60062
Ms. Melissa Miles,(952) 650-6466,4 Greensboro Drive,McLean,VA,22102
Ted Will,(389) 529-9234,35 Walnut Street,Fort Collins,CO,80524
Mary Oliviari,(359) 189-3457,67 E Broadway,Mount Pleasant,MI,48858
,(271) 137-7758,27 First Ave NE,Cedar Rapids,IA,52407
,(313) 951-2234,P.O.Box 12,Springfield,Mo,65808
Mike Gregory,(344) 935-1663,57 Hulet Dr,Bloomfield Hills,MI,48302
Jim Ford,(820) 377-6095,"13 Airport Freeway,",Fort Worth,TX,76118
Saul Waranch,(942) 632-9736,"40 N. Akard, Suite 540",Dallas,TX,75201
Doug Phillips,(571) 475-3256,61 NE Stephens St,Roseburg,OR,97470
Laurie Cooper-Grone,(415) 511-9671,14 N. Greenway Hayden Loop,Scottsdale,AZ,85260
Colleen M.	Scott,(654) 492-3399,52 Robbins St,Waterbury,CT,06721
James Wilson,(819) 633-3616,48 Sand Hill Rd. #12,Peterborough,NH,03458
David Kasey,(537) 672-4752,,Orlando,FL,
Sean Dee,(292) 811-7249,69 Battery Street,San Francisco,CA,94111
Tom Purvis,(911) 880-9924,"19 Lackland Road, Suite 320A",Fort Worth,TX,76116
Andrea Nemec,(787) 723-9446,50 Perimeter Center,Atlanta,GA,30346
Fletcher Johnson,(268) 747-8854,"21 Bedford Euless Road, Suite 255",North Richland Hills,TX,76180
Katie Ehrlich,(848) 438-6641,,Cleveland,OH,
Thomas  Yanch,(484) 454-2056,24 Mapleridge #210,Bellaire,Tx.,77401
,(541) 467-0386,1 Brenner Court,Nashville,TN,37221
Samantha Egeler,(344) 929-0930,23 W. Grand Blvd.,Detroit,MI,48202
Steve Olson,(912) 773-6278,"46 West 84th Avenue, Suite A",Thornton,CO,80221
Barry Martin,(929) 999-0443,22 Hollywood Blvd,Hollywood,CA,90028
Sharron Heenan,(703) 203-0827,30 Composite Way,Lowell,MA,01851
Chester Wichowski,(881) 855-2118,Ritter Hall - 87,Philadelphia,PA,19122
Mike Cherico,(235) 194-1315,61 Townpark Drive,Kennesaw,GA,30144
Steve Buttie,(747) 307-1790,27 Stonewwod Ct,Sherwood,AR,72120
Melody Jimenez,(818) 524-3779,27 n union st,gary,in,46403
Sharon Peterson,(230) 231-9182,,Seattle,WA,
Brock Miller,(984) 765-4994,"29 Hammond, Suite 406",Irvine,CA,92618
Ed Korbel,(886) 590-2951,35 Ventura Blvd.,Woodland Hills,CA,91364
Leonard N. Swartz,(813) 669-0505,87 E. Huron St.,Chicago,IL,60611
Billy Andrews,(738) 618-9784,5 Colony St.,Chino,CA,91710
Frank Cowles,(312) 763-7855,PO Box 14,Woodbridge,VA,22194-4287
Marc Summuy,(315) 436-2326,18 King William Drive,Dallas,TX,75220
Craig Johnson,(503) 673-9454,96 E Mill Plain,Vancouver,WA,98684
,(518) 243-6963,"50 Lincoln Street, Suite 1101",Denver,CO,80203
Maria Weldele,(753) 319-5345,Public Policy Research Center,St. Louis,mo,63121
Michelle Martin-Streeby,(755) 489-9086,54 Twin View Blvd,Redding,CA,96003
Tatiana Ramirez,(751) 247-7408,93 NW 29th Street,Miami,FL,33122
Clifford Letovsky,(375) 665-8102,"51 Greene Avenue, Suite 210",Montreal,QC,H3Z 2B2
Rick Smith,(512) 308-8373,18 East Palmdale Blvd. B,Palmdale,CA,93550
Leslie Mayer,(494) 322-0707,"100 San Vicente Blvd, Suite 804",Los Angeles,CA,90049
Bob Peck,(424) 618-1882,25 Central Florida Parkway,Orlando,FL,32821
Fujio Cho,(388) 105-8095,58 Toyota-cho,Toyota,Japan,471-8571
Mark Desmarais,(538) 883-5243,59 Wheelers Farms Rd,Milford,CT,06460
Linda Venturoni,(514) 727-7471,Box 1,Silverthorne,CO,80498
Mack Hodges,(880) 608-6733,56 Fox Drive,Champaign,IL,61820
Arika Hage,(546) 190-4197,"7 France Avenue South, #770",Minneapolis,MN,55435
Annie Costa,(296) 253-4771,9 A Freeman Lane,Grass Valley,CA,95949
Jo Kirchner,(253) 873-6568,48 South Erwin Street,Cartersville,GA,30120
Deb Hoage,(332) 783-6854,27 Buffalo Creek Road,Lincoln,NE,68516
Hawkins Golden,(961) 261-8770,P O Box 87,Dallas,TX,75225
Angela Adams,(339) 909-6174,42 Scotlans Street,Williamsburg,VA,23185
Michelle Miller,(865) 866-3527,Julie,San Diego,CA,
Andrew Gebbia,(668) 348-0981,78 W. 7th Street,Fort Worth,TX,76102-2599
David Goss,(919) 259-0485,32 East Jackson Blvd.,Chicago,il,60604
michael Paris,(773) 973-0490,31 barrington ct.,los angeles,ca,90049
Jim Owen,(656) 948-5189,53 Grand Ave. 250,San Rafael,CA,94901
Chris Eglington,(849) 298-5551,Surrey House,Norwich,,NR1 3FD
Ellen Cabacungan,(948) 519-5023,25 E. John Carpenter Freeway,Irving,TX,75062
Brenda Johnson,(641) 208-3065,97 E. Hickory Grove Road,Bloomfield Hills,MI,48304
Dan Blackman,(518) 788-0914,Po Box 78,Dfw Airport,TX,75261
Ken Wood,(801) 271-5894,"69 LBJ Freeway, Suite 270",Dallas,TX,75240-6265
seallt seallt,(557) 510-8338,peking university beijing china,beijing,newyork,45641
Bill Scott,(967) 207-9078,1-18 Hwy 17,Orange Park,FL,32073
Steve Reid,(748) 606-7726,"44 Forest Lane, 322 Park Forest",Dallas,TX,75243
Rita  Vanderaa,(506) 963-4388,92 Veterans Blvd,Redwood City,CA,94063
scott sapounas,(627) 582-4509,86 Thistle Ct,Boiling Springs,SC,29316
Kevin Rooney,(961) 260-4039,"32 Miller Drive, S.E.",Leesburg,VA,20175
Mr. Michael Cohen,(533) 563-3490,89 Mission Street,San Francisco,CA,94103
Eric Corpuz,(505) 109-4671,35 Central Ave,Newark,CA,945603440
Myra Maher-Martin,(896) 493-6936,"77 Blair Rd., Suite 450",Dallas,TX,75231
RENEE FINLEY,(460) 856-0784,36 HERODIAN WAY,SMYRNA,GA,30080
Cindy Borges,(877) 992-0206,3 Wilshire Blvd,Los Angeles,CA,90025
Henry Oxnard,(681) 600-2377,"17 Veterans Memorial Dr., Ste. T",Houston,TX,77014
Sam Winterbottom,(816) 492-6583,57 Galleria Parkway,Atlanta,GA,30339
Kristie Graps,(447) 542-3324,28 Indiana Ave,Valparaiso,IN,46383-5699
Kerry Lepage,(432) 454-6334,43 E Laguna Dr,Tempe,AZ,85282
Steve Lane,(971) 487-3979,30 Peachtree-Dunwoody Rd,Atlanta,GA,30328-1649
,(815) 610-7428,84 Union Street,San Francisco,CA (North),94123
Warren Richard,(264) 662-4030,96 Poydras St. 1975,New Orleans,LA,70130
